task_id,splitter,max_depth,dataset,mean_accuracy, std_accuracy,n_fold
9964,random,5,semeion,0.6490723270440252,0.03000076225578556,0.675|0.65|0.65|0.6477987421383647|0.5849056603773585|0.660377358490566|0.7044025157232704|0.6226415094339622|0.660377358490566|0.6352201257861635
9964,random,10,semeion,0.7514465408805032,0.032754896275135094,0.7375|0.70625|0.75625|0.7484276729559748|0.8113207547169812|0.7295597484276729|0.8050314465408805|0.7295597484276729|0.7672955974842768|0.7232704402515723
9964,random,15,semeion,0.7501690251572327,0.022299871977280915,0.75625|0.725|0.75|0.7484276729559748|0.7861635220125787|0.7232704402515723|0.779874213836478|0.7484276729559748|0.7672955974842768|0.7169811320754716
9964,second_best,1,semeion,0.19084119496855345,0.007142978103650685,0.18125|0.19375|0.1875|0.18867924528301888|0.20125786163522014|0.20125786163522014|0.1949685534591195|0.18238993710691823|0.1949685534591195|0.18238993710691823
9964,second_best,5,semeion,0.6107979559748428,0.03841797033971135,0.6375|0.60625|0.5875|0.5534591194968553|0.6540880503144654|0.6792452830188679|0.6289308176100629|0.5849056603773585|0.6163522012578616|0.559748427672956
9964,second_best,10,semeion,0.7319732704402515,0.03741290665573843,0.675|0.73125|0.75625|0.6918238993710691|0.6981132075471698|0.8050314465408805|0.7044025157232704|0.7484276729559748|0.7547169811320755|0.7547169811320755
9964,second_best,15,semeion,0.738875786163522,0.027817616106202366,0.725|0.74375|0.71875|0.6981132075471698|0.7295597484276729|0.7861635220125787|0.710691823899371|0.7421383647798742|0.7861635220125787|0.7484276729559748
9964,worst,1,semeion,0.12995283018867926,0.014401487923695942,0.14375|0.10625|0.125|0.11949685534591195|0.14465408805031446|0.1320754716981132|0.1320754716981132|0.11949685534591195|0.11949685534591195|0.15723270440251572
9964,worst,5,semeion,0.15125393081761004,0.0248188315772387,0.15625|0.15625|0.19375|0.16981132075471697|0.1320754716981132|0.16981132075471697|0.13836477987421383|0.1320754716981132|0.16352201257861634|0.10062893081761007
9964,worst,10,semeion,0.20398584905660377,0.033835039518709385,0.1875|0.2|0.275|0.22641509433962265|0.20125786163522014|0.2138364779874214|0.15723270440251572|0.1509433962264151|0.22641509433962265|0.20125786163522014
9964,worst,15,semeion,0.2787067610062893,0.028779802926876152,0.33125|0.2625|0.2625|0.2641509433962264|0.25157232704402516|0.3018867924528302|0.27672955974842767|0.3270440251572327|0.25157232704402516|0.2578616352201258
9978,best,1,ozone-level-8hr,0.9368584855746788,0.00012197515136325027,0.937007874015748|0.937007874015748|0.937007874015748|0.937007874015748|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324
9978,best,5,ozone-level-8hr,0.9226541346363326,0.01046263868818398,0.9173228346456693|0.9330708661417323|0.9173228346456693|0.9173228346456693|0.924901185770751|0.9011857707509882|0.924901185770751|0.9169960474308301|0.9367588932806324|0.9367588932806324
9978,best,10,ozone-level-8hr,0.9029192991192305,0.012991623014196249,0.9094488188976378|0.9251968503937008|0.8937007874015748|0.8858267716535433|0.8932806324110671|0.9051383399209486|0.9209486166007905|0.9011857707509882|0.8853754940711462|0.9090909090909091
9978,best,15,ozone-level-8hr,0.8977825153278763,0.010435331384289738,0.8937007874015748|0.9133858267716536|0.8976377952755905|0.905511811023622|0.8735177865612648|0.8932806324110671|0.9011857707509882|0.8972332015810277|0.8932806324110671|0.9090909090909091
9978,random,1,ozone-level-8hr,0.9368584855746788,0.00012197515136325027,0.937007874015748|0.937007874015748|0.937007874015748|0.937007874015748|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324
9978,random,5,ozone-level-8hr,0.9309358563381158,0.010642292364687564,0.937007874015748|0.937007874015748|0.9448818897637795|0.9133858267716536|0.9407114624505929|0.932806324110672|0.9367588932806324|0.9209486166007905|0.932806324110672|0.9130434782608695
9978,random,10,ozone-level-8hr,0.9155441785191872,0.013598412864760583,0.9173228346456693|0.9409448818897638|0.9173228346456693|0.8976377952755905|0.9169960474308301|0.9209486166007905|0.924901185770751|0.9090909090909091|0.9209486166007905|0.8893280632411067
9978,random,15,ozone-level-8hr,0.9108042077744234,0.011386170468473305,0.9173228346456693|0.937007874015748|0.905511811023622|0.905511811023622|0.8972332015810277|0.9130434782608695|0.9090909090909091|0.9209486166007905|0.9051383399209486|0.8972332015810277
9978,second_best,1,ozone-level-8hr,0.9368584855746788,0.00012197515136325027,0.937007874015748|0.937007874015748|0.937007874015748|0.937007874015748|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324
9978,second_best,5,ozone-level-8hr,0.9277815816501198,0.007508641995306444,0.9330708661417323|0.9330708661417323|0.9212598425196851|0.9251968503937008|0.9446640316205533|0.9288537549407114|0.924901185770751|0.9169960474308301|0.9288537549407114|0.9209486166007905
9978,second_best,10,ozone-level-8hr,0.9108026516448289,0.017822427721628724,0.9212598425196851|0.9291338582677166|0.905511811023622|0.9133858267716536|0.9130434782608695|0.9051383399209486|0.9407114624505929|0.9051383399209486|0.9051383399209486|0.8695652173913043
9978,second_best,15,ozone-level-8hr,0.9068656437708131,0.008680837944251635,0.905511811023622|0.9251968503937008|0.8937007874015748|0.905511811023622|0.9090909090909091|0.9051383399209486|0.9169960474308301|0.9011857707509882|0.9090909090909091|0.8972332015810277
9978,worst,1,ozone-level-8hr,0.9368584855746788,0.00012197515136325027,0.937007874015748|0.937007874015748|0.937007874015748|0.937007874015748|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324
9978,worst,5,ozone-level-8hr,0.9368584855746788,0.00012197515136325027,0.937007874015748|0.937007874015748|0.937007874015748|0.937007874015748|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324
9978,worst,10,ozone-level-8hr,0.9368584855746788,0.00012197515136325027,0.937007874015748|0.937007874015748|0.937007874015748|0.937007874015748|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324
9978,worst,15,ozone-level-8hr,0.9368584855746788,0.00012197515136325027,0.937007874015748|0.937007874015748|0.937007874015748|0.937007874015748|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324|0.9367588932806324
10101,best,1,blood-transfusion-service-center,0.762054054054054,0.00410810810810811,0.76|0.76|0.76|0.76|0.76|0.76|0.76|0.76|0.7702702702702703|0.7702702702702703
10101,best,5,blood-transfusion-service-center,0.7727387387387388,0.022957818707756115,0.76|0.8133333333333334|0.72|0.76|0.7866666666666666|0.7733333333333333|0.7866666666666666|0.7733333333333333|0.7702702702702703|0.7837837837837838
10101,best,10,blood-transfusion-service-center,0.7166306306306307,0.033741936845502356,0.68|0.72|0.7066666666666667|0.72|0.76|0.6533333333333333|0.76|0.6933333333333334|0.7567567567567568|0.7162162162162162
10101,best,15,blood-transfusion-service-center,0.7179819819819819,0.052359306301897036,0.6266666666666667|0.7333333333333333|0.7066666666666667|0.6933333333333334|0.7733333333333333|0.68|0.7733333333333333|0.7066666666666667|0.8108108108108109|0.6756756756756757
10101,random,1,blood-transfusion-service-center,0.7674054054054054,0.013125343920500111,0.76|0.7733333333333333|0.7466666666666667|0.7466666666666667|0.7866666666666666|0.7733333333333333|0.7733333333333333|0.76|0.7837837837837838|0.7702702702702703
10101,random,5,blood-transfusion-service-center,0.778072072072072,0.028822978009890934,0.7866666666666666|0.8266666666666667|0.7466666666666667|0.76|0.8|0.76|0.7466666666666667|0.8|0.8108108108108109|0.7432432432432432
10101,random,10,blood-transfusion-service-center,0.7526846846846847,0.03592534350540933,0.7866666666666666|0.8|0.7066666666666667|0.7466666666666667|0.7733333333333333|0.6933333333333334|0.7466666666666667|0.76|0.7972972972972973|0.7162162162162162
10101,random,15,blood-transfusion-service-center,0.72190990990991,0.05166964418794547,0.6933333333333334|0.7866666666666666|0.6533333333333333|0.6933333333333334|0.8266666666666667|0.6666666666666666|0.7466666666666667|0.72|0.7432432432432432|0.6891891891891891
10101,second_best,1,blood-transfusion-service-center,0.762054054054054,0.00410810810810811,0.76|0.76|0.76|0.76|0.76|0.76|0.76|0.76|0.7702702702702703|0.7702702702702703
10101,second_best,5,blood-transfusion-service-center,0.778108108108108,0.027863482750156446,0.7733333333333333|0.8133333333333334|0.7066666666666667|0.7866666666666666|0.7866666666666666|0.7733333333333333|0.7866666666666666|0.7733333333333333|0.8108108108108109|0.7702702702702703
10101,second_best,10,blood-transfusion-service-center,0.754054054054054,0.02786881276227665,0.76|0.76|0.72|0.7333333333333333|0.7333333333333333|0.7733333333333333|0.7333333333333333|0.7866666666666666|0.8108108108108109|0.7297297297297297
10101,second_best,15,blood-transfusion-service-center,0.7434054054054055,0.048610492210282116,0.72|0.7333333333333333|0.6933333333333334|0.7333333333333333|0.8133333333333334|0.76|0.7066666666666667|0.72|0.8513513513513513|0.7027027027027027
10101,worst,1,blood-transfusion-service-center,0.762054054054054,0.00410810810810811,0.76|0.76|0.76|0.76|0.76|0.76|0.76|0.76|0.7702702702702703|0.7702702702702703
10101,worst,5,blood-transfusion-service-center,0.7593873873873874,0.007501729908981187,0.76|0.76|0.76|0.76|0.76|0.76|0.7466666666666667|0.7466666666666667|0.7702702702702703|0.7702702702702703
10101,worst,10,blood-transfusion-service-center,0.7593513513513513,0.012036305763822376,0.7866666666666666|0.7466666666666667|0.76|0.7466666666666667|0.76|0.76|0.76|0.76|0.7432432432432432|0.7702702702702703
10101,worst,15,blood-transfusion-service-center,0.762054054054054,0.027052864526713658,0.8133333333333334|0.76|0.7866666666666666|0.7466666666666667|0.76|0.7466666666666667|0.7466666666666667|0.72|0.7972972972972973|0.7432432432432432
125922,best,1,texture,0.18018181818181817,0.0017152692967375661,0.17636363636363636|0.18181818181818182|0.18181818181818182|0.1781818181818182|0.18|0.18|0.18|0.18181818181818182|0.18|0.18181818181818182
125922,best,5,texture,0.6456363636363636,0.010170448197052361,0.6436363636363637|0.6418181818181818|0.6618181818181819|0.6290909090909091|0.6563636363636364|0.649090909090909|0.6581818181818182|0.6418181818181818|0.6327272727272727|0.6418181818181818
125922,best,10,texture,0.9134545454545455,0.011243363515447502,0.9145454545454546|0.9309090909090909|0.9127272727272727|0.9145454545454546|0.8945454545454545|0.9109090909090909|0.9309090909090909|0.92|0.9|0.9054545454545454
125922,best,15,texture,0.9290909090909093,0.01099962433618486,0.9345454545454546|0.9490909090909091|0.9309090909090909|0.9127272727272727|0.9109090909090909|0.9363636363636364|0.9290909090909091|0.9327272727272727|0.92|0.9345454545454546
125922,random,1,texture,0.1812727272727273,0.0011642044068059727,0.1781818181818182|0.18181818181818182|0.18181818181818182|0.18181818181818182|0.18|0.18181818181818182|0.18181818181818182|0.18181818181818182|0.18181818181818182|0.18181818181818182
125922,random,5,texture,0.6821818181818181,0.03379862582174038,0.6236363636363637|0.72|0.6309090909090909|0.7054545454545454|0.7181818181818181|0.6945454545454546|0.7181818181818181|0.6581818181818182|0.6781818181818182|0.6745454545454546
125922,random,10,texture,0.8854545454545455,0.011811186741026696,0.8618181818181818|0.889090909090909|0.88|0.9072727272727272|0.8836363636363637|0.8836363636363637|0.9018181818181819|0.8818181818181818|0.8854545454545455|0.88
125922,random,15,texture,0.9230909090909091,0.011031135499721834,0.9109090909090909|0.9363636363636364|0.9181818181818182|0.9254545454545454|0.9236363636363636|0.9127272727272727|0.94|0.9090909090909091|0.9163636363636364|0.9381818181818182
125922,second_best,1,texture,0.18,0.001408357580439059,0.1781818181818182|0.18181818181818182|0.18|0.1781818181818182|0.18|0.18|0.18|0.18181818181818182|0.1781818181818182|0.18181818181818182
125922,second_best,5,texture,0.6439999999999999,0.011944776513204957,0.64|0.6418181818181818|0.6509090909090909|0.6309090909090909|0.6290909090909091|0.6672727272727272|0.6563636363636364|0.6509090909090909|0.6290909090909091|0.6436363636363637
125922,second_best,10,texture,0.9136363636363635,0.013416407864998743,0.9163636363636364|0.9363636363636364|0.9145454545454546|0.9109090909090909|0.9072727272727272|0.9145454545454546|0.9290909090909091|0.9054545454545454|0.8836363636363637|0.9181818181818182
125922,second_best,15,texture,0.9289090909090909,0.010553288626131968,0.9309090909090909|0.9509090909090909|0.9218181818181819|0.9381818181818182|0.9163636363636364|0.9309090909090909|0.9290909090909091|0.9309090909090909|0.9109090909090909|0.9290909090909091
125922,worst,1,texture,0.09127272727272728,0.0007272727272727264,0.09272727272727273|0.09272727272727273|0.09090909090909091|0.09090909090909091|0.09090909090909091|0.09090909090909091|0.09090909090909091|0.09090909090909091|0.09090909090909091|0.09090909090909091
125922,worst,5,texture,0.09290909090909091,0.0028690425160108183,0.09636363636363636|0.1|0.09090909090909091|0.09090909090909091|0.09272727272727273|0.09090909090909091|0.09090909090909091|0.09090909090909091|0.09272727272727273|0.09272727272727273
125922,worst,10,texture,0.09472727272727274,0.00463190516467527,0.09272727272727273|0.10727272727272727|0.09090909090909091|0.09272727272727273|0.09818181818181818|0.09090909090909091|0.09454545454545454|0.09454545454545454|0.09272727272727273|0.09272727272727273
125922,worst,15,texture,0.09509090909090909,0.004530885743409857,0.09272727272727273|0.10727272727272727|0.09272727272727273|0.09272727272727273|0.09818181818181818|0.09090909090909091|0.09272727272727273|0.09272727272727273|0.09636363636363636|0.09454545454545454
146817,best,1,steel-plates-fault,0.4956304520222046,0.01637009995626359,0.47692307692307695|0.5309278350515464|0.4948453608247423|0.4845360824742268|0.5103092783505154|0.4793814432989691|0.5103092783505154|0.4845360824742268|0.5|0.4845360824742268
146817,best,5,steel-plates-fault,0.6326539783240813,0.03034287806649828,0.6512820512820513|0.6494845360824743|0.5979381443298969|0.6494845360824743|0.5876288659793815|0.6597938144329897|0.6288659793814433|0.6804123711340206|0.5876288659793815|0.634020618556701
146817,best,10,steel-plates-fault,0.7305524715833995,0.02481657508060896,0.7282051282051282|0.7731958762886598|0.7216494845360825|0.6907216494845361|0.7268041237113402|0.7628865979381443|0.7216494845360825|0.7371134020618557|0.6958762886597938|0.7474226804123711
146817,best,15,steel-plates-fault,0.7135421623050489,0.02924456353014604,0.7282051282051282|0.7010309278350515|0.7680412371134021|0.7010309278350515|0.7164948453608248|0.6855670103092784|0.6804123711340206|0.7268041237113402|0.6752577319587629|0.7525773195876289
146817,random,1,steel-plates-fault,0.4611049431667989,0.014316901467229536,0.4564102564102564|0.4793814432989691|0.4587628865979381|0.4381443298969072|0.4845360824742268|0.4536082474226804|0.4793814432989691|0.4484536082474227|0.4587628865979381|0.4536082474226804
146817,random,5,steel-plates-fault,0.6496642876024319,0.01710450673882363,0.6512820512820513|0.6597938144329897|0.6494845360824743|0.634020618556701|0.6907216494845361|0.6391752577319587|0.6494845360824743|0.6288659793814433|0.6597938144329897|0.634020618556701
146817,random,10,steel-plates-fault,0.7238435104414486,0.021887821945210228,0.7435897435897436|0.7371134020618557|0.7525773195876289|0.7216494845360825|0.7216494845360825|0.6855670103092784|0.7525773195876289|0.6958762886597938|0.7061855670103093|0.7216494845360825
146817,random,15,steel-plates-fault,0.7264314036478986,0.03444250116382322,0.7230769230769231|0.7525773195876289|0.7371134020618557|0.7164948453608248|0.7680412371134021|0.7474226804123711|0.654639175257732|0.7319587628865979|0.6752577319587629|0.7577319587628866
146817,second_best,1,steel-plates-fault,0.49562780861749933,0.01629470735768261,0.48205128205128206|0.5309278350515464|0.4948453608247423|0.4793814432989691|0.5103092783505154|0.4793814432989691|0.5103092783505154|0.4845360824742268|0.5|0.4845360824742268
146817,second_best,5,steel-plates-fault,0.6532566745968809,0.030301266502750026,0.6820512820512821|0.6701030927835051|0.5773195876288659|0.6391752577319587|0.6752577319587629|0.6701030927835051|0.6288659793814433|0.6804123711340206|0.654639175257732|0.654639175257732
146817,second_best,10,steel-plates-fault,0.718720592122654,0.02161173323818585,0.6820512820512821|0.7061855670103093|0.7680412371134021|0.7216494845360825|0.711340206185567|0.7268041237113402|0.711340206185567|0.7268041237113402|0.7010309278350515|0.7319587628865979
146817,second_best,15,steel-plates-fault,0.71203013481364,0.030240040205958187,0.6615384615384615|0.7268041237113402|0.7577319587628866|0.7216494845360825|0.7319587628865979|0.6907216494845361|0.6597938144329897|0.711340206185567|0.7319587628865979|0.7268041237113402
146817,worst,1,steel-plates-fault,0.3462146444620672,0.005114192972314076,0.3435897435897436|0.34536082474226804|0.3556701030927835|0.35051546391752575|0.35051546391752575|0.33505154639175255|0.34536082474226804|0.34536082474226804|0.34536082474226804|0.34536082474226804
146817,worst,5,steel-plates-fault,0.3456991805445414,0.0054246219892046385,0.3435897435897436|0.34536082474226804|0.3556701030927835|0.35051546391752575|0.3402061855670103|0.3402061855670103|0.3402061855670103|0.3402061855670103|0.35051546391752575|0.35051546391752575
146817,worst,10,steel-plates-fault,0.34416071900607986,0.008236928804479487,0.3282051282051282|0.34536082474226804|0.35051546391752575|0.36082474226804123|0.34536082474226804|0.3402061855670103|0.34536082474226804|0.33505154639175255|0.34536082474226804|0.34536082474226804
146817,worst,15,steel-plates-fault,0.3436505418979646,0.00966817131107337,0.31794871794871793|0.34536082474226804|0.35051546391752575|0.34536082474226804|0.3402061855670103|0.3556701030927835|0.34536082474226804|0.35051546391752575|0.34536082474226804|0.3402061855670103
146822,best,1,segment,0.28528138528138525,0.0012987012987012879,0.2857142857142857|0.2813852813852814|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857
146822,best,5,segment,0.8471861471861472,0.01795884719713553,0.8701298701298701|0.8398268398268398|0.8441558441558441|0.8398268398268398|0.8874458874458875|0.8571428571428571|0.8311688311688312|0.8398268398268398|0.8268398268398268|0.8354978354978355
146822,best,10,segment,0.9116883116883117,0.018181818181818188,0.9004329004329005|0.922077922077922|0.9090909090909091|0.9307359307359307|0.9264069264069265|0.9437229437229437|0.9004329004329005|0.8961038961038961|0.9090909090909091|0.8787878787878788
146822,best,15,segment,0.9186147186147187,0.015941084536382665,0.9177489177489178|0.9177489177489178|0.9004329004329005|0.922077922077922|0.9437229437229437|0.9437229437229437|0.9090909090909091|0.8961038961038961|0.9307359307359307|0.9047619047619048
146822,random,1,segment,0.27489177489177485,0.006198190936483279,0.27705627705627706|0.27705627705627706|0.2597402597402597|0.2727272727272727|0.2813852813852814|0.27705627705627706|0.27705627705627706|0.27705627705627706|0.2813852813852814|0.2683982683982684
146822,random,5,segment,0.7909090909090909,0.02472085114332337,0.8311688311688312|0.7792207792207793|0.7575757575757576|0.7835497835497836|0.7922077922077922|0.8181818181818182|0.8268398268398268|0.7835497835497836|0.7748917748917749|0.7619047619047619
146822,random,10,segment,0.8822510822510822,0.017932740413167093,0.8961038961038961|0.8917748917748918|0.8961038961038961|0.8961038961038961|0.8831168831168831|0.8917748917748918|0.9004329004329005|0.8528138528138528|0.8571428571428571|0.8571428571428571
146822,random,15,segment,0.910822510822511,0.012274845782474316,0.9134199134199135|0.935064935064935|0.8961038961038961|0.9090909090909091|0.9177489177489178|0.922077922077922|0.9177489177489178|0.8961038961038961|0.9047619047619048|0.8961038961038961
146822,second_best,1,segment,0.28528138528138525,0.0012987012987012879,0.2857142857142857|0.2813852813852814|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857|0.2857142857142857
146822,second_best,5,segment,0.8428571428571429,0.021562613689025577,0.8744588744588745|0.8354978354978355|0.8354978354978355|0.8225108225108225|0.8874458874458875|0.8571428571428571|0.8225108225108225|0.8225108225108225|0.8354978354978355|0.8354978354978355
146822,second_best,10,segment,0.90995670995671,0.019437181229994497,0.9177489177489178|0.8917748917748918|0.9047619047619048|0.9090909090909091|0.948051948051948|0.9307359307359307|0.922077922077922|0.8787878787878788|0.9047619047619048|0.8917748917748918
146822,second_best,15,segment,0.9108225108225108,0.023328473740792176,0.9177489177489178|0.8961038961038961|0.9090909090909091|0.8917748917748918|0.961038961038961|0.922077922077922|0.922077922077922|0.8831168831168831|0.9264069264069265|0.8787878787878788
146822,worst,1,segment,0.14372294372294372,0.002597402597402601,0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.15151515151515152
146822,worst,5,segment,0.1484848484848485,0.004350595506978743,0.1471861471861472|0.15151515151515152|0.1471861471861472|0.14285714285714285|0.15151515151515152|0.14285714285714285|0.14285714285714285|0.15151515151515152|0.15151515151515152|0.15584415584415584
146822,worst,10,segment,0.1497835497835498,0.003967598004290768,0.15151515151515152|0.1471861471861472|0.15151515151515152|0.1471861471861472|0.15151515151515152|0.1471861471861472|0.14285714285714285|0.15584415584415584|0.1471861471861472|0.15584415584415584
146822,worst,15,segment,0.1510822510822511,0.005951397006436153,0.15151515151515152|0.1471861471861472|0.16017316017316016|0.1471861471861472|0.15151515151515152|0.14285714285714285|0.14285714285714285|0.15584415584415584|0.15151515151515152|0.16017316017316016
14954,best,1,cylinder-bands,0.6796296296296296,0.040614281850854264,0.7037037037037037|0.6296296296296297|0.7222222222222222|0.6481481481481481|0.6481481481481481|0.6111111111111112|0.7407407407407407|0.7037037037037037|0.7037037037037037|0.6851851851851852
14954,best,5,cylinder-bands,0.725925925925926,0.064576280645047,0.7962962962962963|0.6666666666666666|0.7407407407407407|0.6666666666666666|0.6851851851851852|0.6296296296296297|0.8148148148148148|0.7592592592592593|0.8148148148148148|0.6851851851851852
14954,best,10,cylinder-bands,0.7555555555555555,0.05665577237325318,0.7962962962962963|0.6666666666666666|0.7407407407407407|0.6666666666666666|0.7777777777777778|0.7222222222222222|0.7962962962962963|0.7962962962962963|0.8518518518518519|0.7407407407407407
14954,best,15,cylinder-bands,0.7666666666666666,0.04913518207933926,0.7592592592592593|0.8148148148148148|0.8148148148148148|0.6666666666666666|0.7592592592592593|0.7592592592592593|0.8333333333333334|0.7592592592592593|0.7962962962962963|0.7037037037037037
14954,random,1,cylinder-bands,0.6796296296296296,0.040614281850854264,0.7037037037037037|0.6296296296296297|0.7222222222222222|0.6481481481481481|0.6481481481481481|0.6111111111111112|0.7407407407407407|0.7037037037037037|0.7037037037037037|0.6851851851851852
14954,random,5,cylinder-bands,0.711111111111111,0.08372336707746159,0.7592592592592593|0.7222222222222222|0.8148148148148148|0.7037037037037037|0.6296296296296297|0.6481481481481481|0.7407407407407407|0.8333333333333334|0.7222222222222222|0.5370370370370371
14954,random,10,cylinder-bands,0.7444444444444444,0.07715802465185059,0.7407407407407407|0.8333333333333334|0.8518518518518519|0.6296296296296297|0.7777777777777778|0.7222222222222222|0.8148148148148148|0.6666666666666666|0.7777777777777778|0.6296296296296297
14954,random,15,cylinder-bands,0.7333333333333334,0.07416660886852143,0.7407407407407407|0.7962962962962963|0.8148148148148148|0.5925925925925926|0.6851851851851852|0.6111111111111112|0.7777777777777778|0.7962962962962963|0.7592592592592593|0.7592592592592593
14954,second_best,1,cylinder-bands,0.6759259259259259,0.04161519454489673,0.7037037037037037|0.6296296296296297|0.7222222222222222|0.6481481481481481|0.6481481481481481|0.5925925925925926|0.7222222222222222|0.7037037037037037|0.7037037037037037|0.6851851851851852
14954,second_best,5,cylinder-bands,0.711111111111111,0.03722176155970701,0.7407407407407407|0.7037037037037037|0.7592592592592593|0.6481481481481481|0.7037037037037037|0.6481481481481481|0.7592592592592593|0.7222222222222222|0.7222222222222222|0.7037037037037037
14954,second_best,10,cylinder-bands,0.7574074074074074,0.044943189257450354,0.7962962962962963|0.7407407407407407|0.7222222222222222|0.7037037037037037|0.7407407407407407|0.6851851851851852|0.8333333333333334|0.7962962962962963|0.7962962962962963|0.7592592592592593
14954,second_best,15,cylinder-bands,0.7611111111111112,0.04644420816290539,0.7592592592592593|0.7777777777777778|0.7592592592592593|0.7222222222222222|0.8333333333333334|0.6481481481481481|0.7962962962962963|0.7777777777777778|0.7592592592592593|0.7777777777777778
14954,worst,1,cylinder-bands,0.5777777777777777,0.0074074074074073955,0.5740740740740741|0.5740740740740741|0.5740740740740741|0.5740740740740741|0.5740740740740741|0.5740740740740741|0.5740740740740741|0.5740740740740741|0.5925925925925926|0.5925925925925926
14954,worst,5,cylinder-bands,0.5814814814814815,0.01888525745775106,0.5740740740740741|0.5740740740740741|0.6111111111111112|0.5555555555555556|0.5555555555555556|0.5740740740740741|0.5740740740740741|0.6111111111111112|0.5925925925925926|0.5925925925925926
14954,worst,10,cylinder-bands,0.5907407407407408,0.055832642339560506,0.5925925925925926|0.48148148148148145|0.5555555555555556|0.6481481481481481|0.6296296296296297|0.5185185185185185|0.6296296296296297|0.6666666666666666|0.6111111111111112|0.5740740740740741
14954,worst,15,cylinder-bands,0.5740740740740741,0.07124216319137536,0.6296296296296297|0.4444444444444444|0.5740740740740741|0.5370370370370371|0.46296296296296297|0.6666666666666666|0.6481481481481481|0.6111111111111112|0.5555555555555556|0.6111111111111112
15,best,1,breast-w,0.9141407867494825,0.02129106419376546,0.9285714285714286|0.8857142857142857|0.9571428571428572|0.9142857142857143|0.9|0.9142857142857143|0.9|0.9|0.9428571428571428|0.8985507246376812
15,best,5,breast-w,0.9499378881987578,0.02140866840571248,0.9428571428571428|0.9714285714285714|0.9714285714285714|0.9571428571428572|0.9428571428571428|0.9285714285714286|0.9571428571428572|0.9|0.9714285714285714|0.9565217391304348
15,best,10,breast-w,0.9485093167701864,0.018266467219966793,0.9571428571428572|0.9428571428571428|0.9714285714285714|0.9714285714285714|0.9142857142857143|0.9571428571428572|0.9571428571428572|0.9285714285714286|0.9285714285714286|0.9565217391304348
15,best,15,breast-w,0.9442028985507246,0.0251179335793632,0.9571428571428572|0.9428571428571428|0.9857142857142858|0.9571428571428572|0.9|0.9571428571428572|0.9571428571428572|0.9|0.9428571428571428|0.9420289855072463
15,random,1,breast-w,0.9269979296066253,0.027588362677597185,0.9428571428571428|0.8857142857142857|0.9571428571428572|0.9714285714285714|0.9285714285714286|0.9142857142857143|0.9|0.9142857142857143|0.9571428571428572|0.8985507246376812
15,random,5,breast-w,0.9556521739130435,0.017433843272396374,0.9571428571428572|0.9142857142857143|0.9571428571428572|0.9571428571428572|0.9714285714285714|0.9857142857142858|0.9571428571428572|0.9428571428571428|0.9571428571428572|0.9565217391304348
15,random,10,breast-w,0.9470600414078675,0.03561065169224261,0.9428571428571428|0.9857142857142858|1.0|0.9428571428571428|0.9|0.9142857142857143|1.0|0.9428571428571428|0.9|0.9420289855072463
15,random,15,breast-w,0.937080745341615,0.017071256539968015,0.9428571428571428|0.9285714285714286|0.9714285714285714|0.9428571428571428|0.9285714285714286|0.9285714285714286|0.9428571428571428|0.9142857142857143|0.9142857142857143|0.9565217391304348
15,second_best,1,breast-w,0.931304347826087,0.03434979159405028,0.9428571428571428|0.9142857142857143|0.9857142857142858|0.9714285714285714|0.9285714285714286|0.9285714285714286|0.9142857142857143|0.8571428571428571|0.9571428571428572|0.9130434782608695
15,second_best,5,breast-w,0.9570807453416149,0.023905298415022022,0.9857142857142858|0.9571428571428572|0.9714285714285714|0.9571428571428572|0.9714285714285714|0.9571428571428572|0.9857142857142858|0.9142857142857143|0.9142857142857143|0.9565217391304348
15,second_best,10,breast-w,0.9485093167701864,0.025694249102533033,0.9571428571428572|0.9|0.9857142857142858|0.9714285714285714|0.9571428571428572|0.9428571428571428|0.9714285714285714|0.9285714285714286|0.9142857142857143|0.9565217391304348
15,second_best,15,breast-w,0.945631469979296,0.030514704712367537,0.9571428571428572|0.9285714285714286|0.9714285714285714|0.9714285714285714|0.9571428571428572|0.9428571428571428|0.9857142857142858|0.9285714285714286|0.8714285714285714|0.9420289855072463
